User ID,Password,Country,Membership Status,Revenue,User Status
John-614,B3yqaJZm,USA,paid,30,HAP196
Warren-136, xDJ6Tkvc,USA,paid,25,SAD76
Jeffrey-106,    mZd76tYh,Australia,paid,55,HAP134
Raymond-454,    RdMwPh9H,United Kingdom,unpaid,40,MAD130
Benjamin-231,    4QFuXbSJ,Ireland,paid,35,HAP72
Kent-351,   VYbq84zk,USA,unpaid,30,NON57
Curtis-529, Km9SB6xt,New Zealand,paid,40,SAD99
Lynn-495,    46bmZTqG,New Zealand,trial,,SAD40
Jessica-663,   QmrNXV9Y,UK,trial,,LOV94
Ruben-356,    hHM2TLFE,United States of America,paid,40,MAD22
Lateef-116,    vmjg5HkK,USA,unpaid,25,LOV182
Jerry-277,   htpXb9BC,USA,trial,,SAD276
Deborah-453,   M3aCG6PS,Australia,paid,55,SAD67
Ensley-609, eyLhs3Yk,UK,trial,,MAD84
Benjamin-479,   TkCYB2dE,Australia,paid,20,MAD144
Gary-583,    RacZr2FE,USA,unpaid,45,NON150
Terry-554, AT4pSYeh,New Zealand,trial,,HAP55
George-31,RVkwM85N,USA,paid,20,MAD10
Terry-572,ShRwn6Fc,Australia,trial,,HAP44
Christofer-54,e7AsvD2V,USA,paid,35,MAD99
Carol-513,   DW5eEh2g,Australia,paid,40,MAD153
Lara-61,RB7k8Tah,Canada,unpaid,15,HAP161
Jason-134,   KAvP6XaM,USA,unpaid,25,HAP60
Jaime-531,    U3wjVRDu,Australia,trial,,HAP24
Lisa-353,   xFY6f7DX,United Kingdom,paid,45,SAD51
Marisa-594,   s8tcYbha,USA,unpaid,50,HAP149
Sheryl-501,   ya5kthAf,UK,unpaid,30,NON76
Ed-161,   rHSyTC5U,United States of America,trial,,LOV9
Juan-234,    3GEJWb5K,Australia,trial,,HAP211
Mary-377,y2MfdcTu,USA,unpaid,45,LOV44
Cathy-488,u7wQjG5E,United Kingdom,unpaid,5,NON42
David-296,    RjYJUTt9,UK,trial,,SAD62
Janine-210, Xm8LVvBG,Canada,trial,,HAP109
Rita-615,   g6hENz9j,USA,trial,,SAD15
Dennis-80,    sEmyfS5Y,New Zealand,unpaid,30,MAD108
Richard-498,   F6YaQ89X,USA,paid,55,LOV131
Dominic-10,RbDPc3CK,USA,trial,,LOV70
Lori-124,    3atkf9AP,United Kingdom,paid,40,NON3
George-55,swHbE38L,Canada,paid,30,HAP5
Thomas-126,    SjHsb4yZ,Australia,unpaid,25,SAD177
John-550,Pxw3WT7Z,USA,trial,,LOV63
Michael-528,    u3Nce79d,USA,unpaid,10,MAD48
Ann-532, MGmhxS5n,UK,unpaid,30,LOV160
Adam-283,5fXxpgJn,New Zealand,paid,45,SAD79
Martin-66,    qzM7xVcU,UK,paid,50,HAP18
Richard-648,   btRYu38n,United States of America,unpaid,50,NON175
Norman-4, mrStj5e4,USA,paid,60,LOV49
Stephanie-474,   U2h4QCd9,Canada,unpaid,50,NON104
Eileen-352,    Agx7BabL,United Kingdom,paid,45,HAP42
Tammy-57,    JjRZET7S,UK,paid,35,LOV83
Charles-219, PgzZH3Qb,Ireland,unpaid,40,NON48
Susan-521, 29hY4xG6,New Zealand,unpaid,35,HAP194
Leonard-53,    aUTy7Rt2,UK,trial,,NON92
Marisa-181,Jgqx6N3G,Canada,trial,,MAD114
Sheela-526,gR9TZD4K,USA,trial,,MAD186
Brandyn-131,   jKdbRFf9,Australia,unpaid,45,NON100
Duane-85,   DMUz8XFq,United Kingdom,paid,60,LOV41
James-63,CR4N86m7,New Zealand,paid,60,NON139
Chad-241,   Hh9yPG8E,UK,unpaid,30,MAD158
Desiree-348,    qWKDZJH6,United States of America,unpaid,40,MAD75
Kathleen-301, WV6PRcSM,Australia,trial,,MAD75
Ricky-372, 6J82hSCz,United Kingdom,unpaid,30,SAD61
Elena-595, 84vgQF6G,USA,paid,25,LOV100
Thomas-593,4xDu2GQh,Canada,paid,65,MAD155
Ed-173,   muwq52yB,USA,paid,35,NON115
Tonya-582,    NDYvEB7k,United Kingdom,trial,,LOV141
Verna-237,   73bhQCNf,UK,paid,35,NON142
Patricia-427,aJ4TV8Fp,USA,paid,65,LOV106
Julia-650,   NrVPpGy3,UK,paid,40,SAD156
Holly-555, DMX4Lj9b,USA,unpaid,45,NON47
Karen-603,    Rn5HJ2ez,UK,trial,,NON190
George-289,   jCsFeDw3,Canada,trial,,SAD141
Steven-430,6ymENR93,United Kingdom,trial,,SAD146
Robert-556,    SDEVQR2q,USA,trial,,SAD101
Joanna-508,    vbf2h3FG,Canada,paid,15,LOV7
Ralph-172,    7cTfVteS,Canada,trial,,NON169
David-34, c5YvjSH8,United States of America,trial,,LOV17
Michael-192,   FYXWput9,United Kingdom,paid,15,NON17
Marc-586,cen3p86Q,UK,paid,65,LOV109
Warren-506,   3fPY8dxC,USA,trial,,LOV172
Carol-18,xrP5bvfD,Australia,unpaid,50,SAD78
Frank-144,AZ5jCbJs,United Kingdom,unpaid,30,LOV89
Christopher-133,   vm2qesYG,United States of America,trial,,HAP144
David-613,   b2hs5kKE,Ireland,paid,45,LOV235
Richard-135,CSdm4fTW,USA,trial,,SAD234
Jeff-584,    cTyrtUv6,Australia,trial,,LOV62
Jeffrey-113,neRuvCc2,USA,paid,15,NON205
John-576,    UbPd8XaR,Canada,unpaid,20,MAD53
Ray-318, Ja8dN9HM,USA,unpaid,10,HAP112
Lisa-643,    jU6aSGFm,UK,trial,,SAD46
Grant-599,    TF3M6Lga,New Zealand,paid,15,LOV44
Rolin-635,C3nDtBrE,Canada,unpaid,30,MAD146
Sherri-629,   fjBhzK9r,Australia,trial,,HAP85
Rebecca-420,TD4xsHuA,Ireland,paid,50,LOV63
Judith-45,    pd9QuYtR,Ireland,paid,25,HAP5
Sandra-261,   qdFhXU2x,New Zealand,unpaid,45,NON120
Debra-319, mFHEv2Uf,Canada,paid,55,LOV63
Robert-673, pEx9QmgP,USA,trial,,HAP201
Florianne-258,   9gYNXCrc,Ireland,unpaid,50,NON24
Timothy-262,kKD8rhB7,UK,trial,,NON79
Donna-490,m4u3CH2U,USA,paid,65,HAP188
Stephen-441,3rWuXkha,UK,unpaid,35,MAD97
David-660, Gw2WsNDC,Canada,paid,65,NON9
Bacardi-111,dW2pVNBA,USA,unpaid,15,LOV86
Brian-668,   8AbrCGWV,United Kingdom,paid,55,MAD208
Christine-445,    Rgn7DPrS,Canada,unpaid,25,MAD154
Marie-475,    7BkFy6xn,UK,unpaid,30,MAD89
Charles-543, wXCAah9p,USA,unpaid,15,HAP113
Chan-142,   Q2uMjGRS,USA,unpaid,35,LOV40
Michael-300,    wc6ZvHLf,New Zealand,trial,,SAD19
Robert-159, 6VtAZXyk,USA,trial,,MAD155
Mark-48, rbx42vTF,Canada,paid,65,HAP190
Elizabeth-354,    nuqc2yYL,Australia,trial,,SAD172
ReAnnon-431,   MRAyKWJ7,Australia,paid,25,SAD121
Raquel-82,   n4QBcAmy,Australia,unpaid,10,SAD324
Melissa-610,   LVbSB284,USA,unpaid,10,NON69
Shannon-588,GvbURdE2,Ireland,trial,,LOV53
Brian-11, K8kfG2VH,Australia,unpaid,15,HAP166
Randi-370,8Sbu3T5M,Australia,unpaid,30,LOV73
Bryan-73,    64urz9PS,New Zealand,paid,55,NON147
Sally-103,S9fLB8bn,Ireland,trial,,NON81
Michael-405,   Rbv4nVwt,Canada,paid,55,HAP146
Michael-337,M3AZghtj,Australia,unpaid,20,HAP14
Troy-424,   5wTeqDQx,Australia,paid,40,MAD180
Yvonne-391, t96kwVBK,USA,unpaid,5,SAD32
Mark-39,   MWtL7xHz,UK,trial,,NON117
Rita-280,   W3AvZPVG,New Zealand,trial,,HAP58
Dennis-661,    atc5MWQe,USA,trial,,NON251
Roger-191,6cXxwWbM,Canada,paid,35,LOV45
Dennis-661,    atc5MWQe,USA,trial,,NON251
Melissa-462,   jZeE4vkR,Canada,paid,65,MAD176
Al-263,    EUAHQbN7,Ireland,trial,,NON49
Cole-121,   7uAgQjea,Canada,paid,30,HAP24
Taslim-670,   5sD8zjKb,Ireland,trial,,SAD37
Robert-232,    dx2nLTcD,Canada,unpaid,5,SAD155
Michael-406,    ehWD5Upd,Australia,trial,,LOV76
David-605,4MJpnRZT,USA,unpaid,40,SAD34
Ewan-409, twQYDgT6,Australia,unpaid,20,NON118
Mark-269,   Ge6TmNjX,Canada,paid,45,NON52
Shaun-264,fWcG6LRu,New Zealand,unpaid,15,MAD58
Matthew-190,NcFRnuw2,UK,trial,,HAP142
Mark-110,9Hq2Z6ne,New Zealand,trial,,LOV265
Carolyn-250,   9M6heRTH,Ireland,trial,,NON70
Larry-456, paS3fnU4,Ireland,unpaid,15,MAD32
Rena-226,mePFwqh4,UK,unpaid,40,SAD120
Chris-417,Nrsq3hyb,Australia,trial,,LOV96
Joseph-270,   MGBzHd9a,UK,trial,,MAD27
Stephanie-596, LEfJ6Gws,United Kingdom,paid,30,SAD115
Allen-255,jBf46KbS,Ireland,trial,,MAD214
Jessica-99, DQFw2cMe,United Kingdom,unpaid,5,LOV47
Douglas-259,   6sSucFgW,Canada,unpaid,15,HAP144
Brian-327, 9UhdAF6n,Canada,trial,,NON105
Larry-182, ML9AEc6t,Ireland,paid,20,MAD233
Desiree-348,    qWKDZJH6,United States of America,unpaid,40,MAD75
Shannon-393,    FX5hgymp,New Zealand,trial,,NON193
Eric-565,   WvsYGe5u,United Kingdom,paid,20,SAD37
Letitia-284,    VgcC9W7J,USA,trial,,LOV102
Robert-36,    MWQAqF8t,New Zealand,paid,20,MAD123
Cathy-488,u7wQjG5E,United Kingdom,unpaid,5,NON42
Jeremy-517,   P2YvUWgh,USA,paid,35,HAP87
Anthony-137,    H4ASWyRp,New Zealand,paid,65,HAP51
Rebecca-381,   Zx9hELkb,UK,unpaid,30,NON87
Kevin-505,    EwbczZ9q,United Kingdom,trial,,LOV59
Bruce-317, gNp2r5Uv,USA,paid,30,NON137
Lara-640, 6rUTkatH,UK,unpaid,15,NON83
Christopher-473,   xKuLMdt8,UK,trial,,NON230
Meegan-279, p28PVCEJ,New Zealand,unpaid,25,MAD137
Jeffrey-294, 8VxFSn7r,UK,unpaid,20,NON71
Brenda-589,   nuzD2qAk,Australia,unpaid,15,HAP10
Erin-52,    t8Cyp5BM,USA,unpaid,35,MAD131
David-537,    v3EAVahP,USA,unpaid,10,LOV85
Jan-265,Kmh5nj4G,UK,paid,40,HAP117
Alexandra-403,   fpe8rAuv,USA,trial,,SAD169
Brenda-639,z7Wbu45L,Canada,paid,20,LOV119
Rick-560,    y2JcMqpk,UK,trial,,MAD5
Joseph-429, 5j2AcBMf,Ireland,unpaid,30,NON65
Michael-205,uRZ8zJpH,USA,trial,,NON41
Shannon-187,    xj9YBAJP,New Zealand,unpaid,45,MAD79
Daniel-672,   kbW7gNe5,Australia,trial,,MAD56
Cherie-20,T28VNvGL,USA,paid,50,NON132
Debra-196,4CXxGPT9,Canada,unpaid,50,LOV80
Jonathan-366,    d8MR39Ut,UK,paid,35,HAP41
Robert-341, zNEnD5Gt,USA,trial,,NON98
Timothy-28,2Aju5mt6,Australia,paid,60,MAD87
Claudia-332,GM5NaVXb,USA,paid,35,LOV60
Jill-217,36Rz5uGQ,Australia,trial,,HAP11
Suzanne-343,   FH2kRqP6,Australia,unpaid,15,SAD70
Christopher-486, vg3myBKf,United Kingdom,trial,,SAD142
Ricky-211,Jc65RDAV,United Kingdom,paid,65,LOV27
Steven-410, HnMfKWD2,Australia,trial,,HAP61
Jingwen-151,dVP3Atrh,United Kingdom,trial,,NON55
Lisa-504,sN4rjtY2,UK,unpaid,15,SAD78
Angela-94,   DZpLdV5x,Australia,unpaid,35,LOV98
Rodney-458,   PR8dZkMx,USA,trial,,NON78
Melissa-665,es38T24K,Ireland,unpaid,15,SAD140
Brandon-566, 8LruJ7tA,USA,trial,,HAP121
Timothy-657,BkjqLK26,Australia,unpaid,45,HAP274
Bruce-96,    ySjG9B8r,Canada,unpaid,45,LOV192
Jonathan-78,Xm9vDyEq,Canada,trial,,SAD102
Kes-447,   YebC7whG,New Zealand,trial,,NON28
Jenny-382,    7tAvqjUT,USA,unpaid,50,SAD154
Janet-32, 9pBQk4KH,UK,trial,,HAP170
Gary-307,    9tjc3xRU,Canada,paid,50,NON19
Paul-227, AHPhn9M8,United Kingdom,trial,,MAD25
Jenny-72,    txdjkuL9,Canada,trial,,NON26
Barbara-634,VjHd7BcC,UK,paid,20,LOV70
Polly-386,    pQF892MV,Canada,unpaid,25,NON44
Chad-43, C6PFXDKg,Australia,unpaid,15,LOV36
Robert-175, XZj4u28S,New Zealand,unpaid,10,LOV157
Emily-212, VZ2s8H7N,United Kingdom,trial,,NON80
Richelle-321,h82BTae7,USA,paid,60,NON141
Karen-102,yVm78eqY,Ireland,unpaid,35,NON4
Don-496,   Le4mvrX6,USA,trial,,HAP238
Michael-622,   mWa7PZLj,USA,paid,25,NON236
Steven-223, Utr45EFd,Canada,unpaid,40,HAP279
David-138,   q4WsLgHx,USA,unpaid,45,LOV58
Sonia-423,   c4EPGaWJ,Australia,trial,,NON18
Sandi-91,   2CwMFnzc,United Kingdom,trial,,NON54
John-520,    yxJqPMf8,New Zealand,paid,25,NON122
Greg-619,   6FjeN7Hw,United Kingdom,paid,55,MAD158
Chris-213,CpEPe3Rq,USA,trial,,MAD157
Cheryl-328,    dnskVM9N,UK,paid,15,MAD160
Michael-563,    7pqUuvrd,United Kingdom,unpaid,45,LOV97
Don-148,YK6mBC7A,USA,unpaid,20,SAD132
Leigh-642,   zHw5R2Fk,USA,unpaid,30,MAD136
Donna-452, 7d8Xt5Y9,New Zealand,trial,,SAD190
Robert-79,   MkaR3Vq8,USA,trial,,SAD111
Scott-22, b7F3Jfqh,Ireland,paid,25,HAP66
Daniel-535,   e6FnAJvC,USA,trial,,NON144
Amy-500, MfPdw9cH,Canada,unpaid,25,MAD104
Don-674,   A5tu7Yzd,UK,trial,,HAP0
Matt-93,4yBLehVs,UK,paid,60,HAP62
Michael-30,FSHcKU9z,UK,unpaid,25,SAD229
Eric-385, vFQxhuq5,Canada,paid,55,LOV103
Juli-105,3gWHfnKx,Australia,unpaid,15,HAP100
Brian-253, FqCGv9gM,USA,trial,,SAD111
Thomas-559,   g9rXWnAY,United Kingdom,unpaid,45,SAD123
